ID,Value,Category,Score
7717,670.51,E,22
7718,824.79,E,15
7719,544.98,A,73
7720,628.10,A,48
7721,756.45,B,42
7722,520.61,A,56
7723,243.17,B,34
7724,475.00,A,60
7725,245.18,E,22
7726,800.90,E,45
7727,783.76,A,41
7728,707.15,E,50
7729,578.24,C,36
7730,651.46,B,59
7731,992.01,B,19
7732,677.19,B,36
7733,517.28,B,67
7734,110.76,A,88
7735,532.95,E,10
7736,718.06,D,91
7737,202.21,C,58
7738,321.71,E,6
7739,750.39,E,25
7740,631.19,E,93
7741,836.69,C,95
7742,223.78,A,85
7743,986.62,E,40
7744,262.18,C,8
7745,931.67,C,54
7746,678.46,E,86
7747,500.23,E,15
7748,45.84,C,35
7749,624.23,A,0
7750,591.10,A,16
7751,815.77,A,97
7752,978.82,E,94
7753,174.93,D,44
7754,436.85,D,63
7755,550.88,A,72
7756,311.88,D,2
7757,500.98,D,8
7758,823.22,E,83
7759,374.23,D,10
7760,383.32,A,74
7761,86.26,A,78
7762,117.89,C,2
7763,419.91,E,41
7764,812.34,A,43
7765,67.44,C,95
7766,246.28,A,2
7767,794.53,A,32
7768,578.76,D,28
7769,959.52,A,11
7770,373.33,C,21
7771,841.84,B,32
7772,921.43,C,24
7773,765.53,B,50
7774,42.98,C,76
7775,86.62,D,69
7776,413.02,B,45
7777,224.39,A,13
7778,636.60,B,29
7779,712.61,A,74
7780,217.80,A,86
7781,421.66,C,9
7782,165.39,C,53
7783,971.09,A,70
7784,400.47,E,46
7785,412.92,C,77
7786,995.73,B,14
7787,632.92,D,73
7788,919.45,E,13
7789,443.10,C,53
7790,142.93,C,56
7791,858.28,B,2
7792,379.69,C,29
7793,131.50,C,53
7794,399.51,C,38
7795,313.14,E,75
7796,565.64,D,2
7797,215.57,A,93
7798,492.36,C,81
7799,989.12,C,86
7800,557.28,B,81
7801,57.36,E,50
7802,437.79,B,92
7803,681.05,B,32
7804,589.78,C,15
7805,164.93,C,52
7806,403.69,C,13
7807,249.62,C,57
7808,981.59,A,4
7809,456.98,A,41
7810,667.15,B,95
7811,90.29,D,31
7812,460.32,D,77
7813,518.54,C,34
7814,444.71,E,75
7815,515.51,E,36
7816,267.99,A,36
7817,425.42,D,7
7818,718.30,B,32
7819,451.88,C,32
7820,335.67,C,100
7821,500.88,A,78
7822,488.95,C,44
7823,348.57,D,81
7824,92.85,A,90
7825,402.98,D,87
7826,823.85,A,75
7827,838.25,A,88
7828,72.51,D,44
7829,94.88,D,9
7830,111.36,E,36
7831,446.68,E,60
7832,964.12,C,61
7833,759.24,A,68
7834,198.42,B,7
7835,436.20,A,32
7836,411.12,D,37
7837,24.88,D,100
7838,993.32,A,44
7839,28.15,A,6
7840,951.38,D,84
7841,319.94,D,78
7842,112.11,B,99
7843,270.53,C,0
7844,855.12,E,84
7845,707.33,D,46
7846,654.07,A,14
7847,873.46,E,58
7848,751.63,E,24
7849,51.94,D,35
7850,451.20,D,68
7851,587.64,B,15
7852,333.82,A,59
7853,662.45,D,99
7854,245.55,B,74
7855,461.08,E,39
7856,412.44,B,66
7857,64.40,D,29
7858,374.87,B,64
7859,837.43,A,28
7860,408.39,A,25
7861,614.97,B,38
7862,515.43,E,8
7863,339.31,C,52
7864,522.51,C,53
7865,802.83,E,2
7866,507.11,E,3
7867,3.94,D,7
7868,453.76,D,75
7869,192.50,A,36
7870,133.92,A,42
7871,313.15,B,82
7872,894.70,E,48
7873,557.30,B,56
7874,311.10,B,6
7875,451.22,C,91
7876,525.51,B,10
7877,841.64,A,38
7878,875.76,D,6
7879,614.11,D,12
7880,368.66,D,85
7881,850.31,B,54
7882,518.76,B,52
7883,819.10,C,6
7884,335.06,A,90
7885,92.82,A,36
7886,33.01,E,45
7887,797.83,D,11
7888,409.56,B,2
7889,812.46,D,79
7890,204.88,E,37
7891,736.13,E,5
7892,296.99,A,90
7893,316.67,D,52
7894,693.04,E,13
7895,594.21,E,79
7896,52.33,A,20
7897,556.78,D,2
7898,911.84,A,64
7899,952.56,A,56
7900,274.44,B,35
7901,122.18,E,90
7902,70.36,E,83
7903,195.06,D,75
7904,180.87,A,20
7905,359.39,D,34
7906,931.46,B,12
7907,80.63,C,15
7908,636.25,B,7
7909,64.04,A,51
7910,452.13,B,95
7911,684.48,D,90
7912,220.88,E,68
7913,406.97,D,55
7914,835.83,B,18
7915,200.81,B,82
7916,482.23,C,1
7917,742.71,D,42
7918,522.29,B,46
7919,894.14,E,4
7920,616.93,A,11
7921,929.56,A,13
7922,346.84,D,7
7923,430.96,B,27
7924,288.79,B,35
7925,113.22,B,53
7926,216.39,B,47
7927,450.45,B,6
7928,697.12,E,65
7929,924.95,B,74
7930,41.80,B,66
7931,560.93,E,44
7932,583.50,E,34
7933,925.60,B,40
7934,283.59,C,68
7935,110.21,D,5
7936,175.70,D,96
7937,621.88,C,85
7938,88.24,D,36
7939,350.88,A,81
7940,860.95,B,26
7941,506.03,C,33
7942,903.81,B,83
7943,524.07,B,40
7944,338.83,B,88
7945,74.85,E,85
7946,837.08,C,44
7947,699.54,A,0
7948,444.48,B,52
7949,13.79,E,99
7950,279.74,D,32
7951,402.54,A,77
7952,992.23,C,36
7953,651.50,C,68
7954,546.18,B,57
7955,632.88,E,23
7956,558.89,D,96
7957,96.29,A,95
7958,651.37,A,74
7959,665.09,A,2
7960,650.37,E,16
7961,993.29,C,37
7962,769.14,A,14
7963,401.97,C,37
7964,475.45,B,6
7965,770.94,D,21
7966,832.33,B,68
7967,761.10,E,53
7968,394.95,C,29
7969,861.21,B,42
7970,541.52,E,1
7971,492.00,C,13
7972,61.14,B,39
7973,5.72,E,28
7974,971.94,A,62
7975,505.80,C,44
7976,926.81,D,53
7977,618.63,B,5
7978,241.26,A,6
7979,71.42,B,72
7980,153.43,E,46
7981,208.73,B,46
7982,640.91,B,41
7983,361.36,D,76
7984,222.59,D,84
7985,269.45,E,59
7986,114.17,E,64
7987,378.28,C,40
7988,884.53,C,44
7989,814.62,C,48
7990,961.36,A,96
7991,437.63,C,66
7992,125.24,E,89
7993,270.64,E,17
7994,973.07,A,74
7995,568.50,A,71
7996,336.84,E,13
7997,563.32,C,44
7998,730.35,A,31
7999,230.70,E,78
8000,74.94,A,73
8001,179.03,C,20
8002,420.29,B,17
8003,816.55,C,80
8004,744.24,C,55
8005,174.58,A,57
8006,277.50,D,20
8007,291.79,A,28
8008,766.64,D,94
8009,385.48,B,73
8010,21.51,A,55
8011,551.48,E,66
8012,443.51,B,94
8013,218.30,C,33
8014,498.95,E,62
8015,463.75,A,10
8016,896.49,B,35
8017,114.29,B,39
8018,187.52,E,1
8019,519.12,C,66
8020,298.50,D,44
8021,862.21,E,64
8022,116.15,E,100
8023,836.89,D,34
8024,399.45,B,7
8025,851.87,A,94
8026,599.89,A,73
8027,637.44,E,94
8028,929.48,C,2
8029,424.60,B,36
8030,631.50,C,74
8031,229.27,D,44
8032,569.91,E,20
8033,839.51,E,13
8034,553.91,A,80
8035,200.89,E,0
8036,512.66,C,6
8037,682.23,C,21
8038,240.06,C,42
8039,188.94,E,93
8040,46.36,B,55
8041,15.67,B,73
8042,71.21,A,27
8043,815.63,A,41
8044,955.00,B,96
8045,889.14,D,43
8046,550.03,B,43
8047,497.57,A,44
8048,798.93,B,59
8049,560.87,A,25
8050,368.18,A,25
8051,639.52,B,9
8052,506.01,C,72
8053,205.25,B,95
8054,93.86,A,82
8055,403.49,E,43
8056,695.43,A,44
8057,676.19,C,97
8058,792.79,C,71
8059,670.43,D,82
8060,689.22,E,79
8061,964.73,D,74
8062,167.60,E,28
8063,53.20,B,10
8064,690.46,D,87
8065,78.97,E,98
8066,835.18,C,96
8067,362.97,A,39
8068,299.02,B,49
8069,182.68,C,29
8070,619.21,D,13
8071,708.03,B,2
8072,439.75,E,35
8073,110.83,E,70
8074,182.82,B,77
8075,830.49,C,27
8076,361.86,A,71
8077,261.56,B,50
8078,972.55,A,15
8079,337.39,A,90
8080,920.85,D,75
8081,629.06,E,97
8082,38.00,B,88
8083,918.55,D,80
8084,651.69,C,24
8085,79.18,B,98
8086,57.06,C,11
8087,822.13,D,1
8088,194.99,C,42
8089,995.53,D,84
8090,836.20,B,41
8091,416.98,D,71
8092,92.44,B,58
8093,523.33,A,9
8094,731.36,A,13
8095,750.53,E,39
8096,308.34,B,47
8097,695.54,D,91
8098,68.73,D,2
8099,611.21,B,100
8100,103.80,D,64
8101,553.46,A,79
8102,540.68,A,11
8103,188.63,B,52
8104,568.95,B,89
8105,354.07,E,29
8106,791.70,A,45
8107,791.27,C,49
8108,77.59,A,2
8109,927.86,A,27
8110,920.20,A,80
8111,470.59,D,60
8112,496.75,E,99
8113,470.40,B,50
8114,598.04,A,76
8115,373.63,A,52
8116,29.41,D,38
8117,888.08,C,44
8118,967.66,B,12
8119,724.86,E,4
8120,329.13,D,43
8121,198.51,A,40
8122,810.28,E,64
8123,711.25,D,60
8124,324.12,E,48
8125,992.51,C,84
8126,3.67,A,96
8127,873.22,E,40
8128,498.44,C,35
8129,199.44,E,76
8130,94.31,C,30
8131,387.65,E,9
8132,817.24,A,81
8133,446.66,E,27
8134,527.75,D,99
8135,659.82,E,18
8136,280.09,B,49
8137,638.73,D,75
8138,205.25,B,90
8139,182.15,A,48
8140,321.38,B,85
8141,357.25,C,14
8142,99.95,E,100
8143,750.85,B,47
8144,468.87,D,73
8145,646.71,E,49
8146,90.00,C,50
8147,967.71,D,18
8148,618.76,A,54
8149,378.04,C,2
8150,734.07,D,21
8151,621.48,E,24
8152,973.66,E,32
8153,730.19,E,34
8154,211.21,A,38
8155,857.36,A,9
8156,850.50,B,87
8157,863.34,B,97
8158,657.57,D,34
8159,20.11,B,0
8160,127.15,A,67
8161,525.05,B,56
8162,304.94,D,50
8163,546.40,C,63
8164,666.93,D,88
8165,646.28,E,40
8166,766.57,E,46
8167,555.81,B,100
8168,797.58,B,9
8169,592.27,E,66
8170,192.20,C,65
8171,50.39,D,31
8172,773.70,D,8
8173,160.53,E,13
8174,871.23,D,86
8175,23.79,E,43
8176,7.26,A,20
8177,682.61,E,18
8178,980.50,C,77
8179,384.15,B,91
8180,404.95,E,86
8181,501.03,A,37
8182,253.93,D,72
8183,133.81,A,31
8184,497.66,C,59
8185,15.97,A,99
8186,540.29,D,28
8187,802.87,D,95
8188,883.32,E,71
8189,845.23,D,48
8190,990.61,B,20
8191,997.90,C,97
8192,186.68,E,96
8193,347.94,E,56
8194,622.24,C,43
8195,829.38,E,95
8196,12.32,C,69
8197,469.56,D,30
8198,520.32,A,99
8199,750.73,B,61
8200,704.31,C,88
8201,628.78,E,87
8202,211.45,B,15
8203,719.26,B,65
8204,451.77,A,64
8205,866.46,C,65
8206,650.19,B,28
8207,700.26,B,69
8208,966.73,E,56
8209,264.75,C,61
8210,520.44,E,10
8211,244.60,B,20
8212,145.00,D,43
8213,609.01,E,52
8214,313.10,E,4
8215,710.59,B,62
8216,741.81,C,10
8217,774.68,D,91
8218,698.48,D,69
8219,944.23,D,24
8220,381.75,D,5
8221,633.35,E,11
8222,501.24,C,71
8223,7.65,A,57
8224,525.13,C,44
8225,460.44,D,37
8226,678.52,A,80
8227,77.28,C,95
8228,529.21,E,68
8229,603.55,E,2
8230,984.01,D,99
8231,626.52,C,58
8232,990.59,D,97
8233,730.51,A,54
8234,429.16,B,16
8235,426.89,D,40
8236,821.95,A,32
8237,630.65,E,76
8238,387.19,B,10
8239,445.87,C,71
8240,290.57,C,58
8241,782.70,E,21
8242,353.13,C,89
8243,558.74,E,3
8244,684.39,B,18
8245,115.64,C,13
8246,595.69,B,62
8247,669.72,B,91
8248,502.46,D,34
8249,338.21,B,86
8250,268.16,A,10
8251,599.86,D,87
8252,67.98,D,70
8253,214.00,E,73
8254,720.87,E,39
8255,449.96,C,76
8256,80.46,B,21
8257,498.86,C,99
8258,350.48,D,26
8259,441.33,C,14
8260,562.41,E,12
8261,394.04,C,27
8262,828.26,D,76
8263,81.40,D,89
8264,609.00,C,94
8265,778.79,B,20
8266,815.34,A,67
8267,945.88,B,54
8268,606.71,B,19
8269,750.90,C,31
8270,158.60,B,47
8271,49.79,A,5
8272,91.95,C,6
8273,356.93,A,80
8274,185.20,A,10
8275,992.60,C,52
8276,565.87,E,69
8277,592.46,E,95
8278,85.21,E,52
8279,915.85,E,48
8280,17.69,B,87
8281,481.47,E,55
8282,107.28,E,57
8283,625.18,E,10
8284,832.12,C,45
8285,935.64,C,18
8286,396.80,D,36
8287,900.26,B,36
8288,749.14,C,8
8289,157.28,B,48
8290,764.69,B,44
8291,150.63,C,80
8292,650.60,B,38
8293,689.51,D,3
8294,703.21,E,43
8295,891.29,D,23
8296,961.81,E,100
8297,847.37,B,89
8298,601.18,E,82
8299,593.88,C,85
8300,272.94,A,72
8301,275.42,E,22
8302,437.95,C,64
8303,564.35,A,44
8304,923.23,E,54
8305,107.56,A,6
8306,88.69,A,48
8307,433.87,D,81
8308,128.72,D,55
8309,175.78,B,15
8310,356.67,E,95
8311,242.43,A,31
8312,662.45,E,57
8313,47.09,C,27
8314,961.50,D,14
8315,627.81,D,9
8316,692.44,E,91
8317,733.49,D,97
8318,660.82,C,97
8319,411.40,C,41
8320,480.43,E,49
8321,776.20,D,23
8322,432.20,B,7
8323,739.75,B,70
8324,888.96,A,7
8325,458.79,D,13
8326,927.24,A,13
8327,19.64,B,34
8328,213.15,D,74
8329,604.84,B,10
8330,565.25,B,13
8331,761.36,A,57
8332,657.18,B,37
8333,606.44,C,87
8334,633.33,E,5
8335,774.22,A,28
8336,239.92,E,63
8337,613.71,B,40
8338,872.03,D,47
8339,251.16,D,89
8340,882.99,A,76
8341,970.08,E,22
8342,296.93,B,0
8343,35.36,E,54
8344,870.02,A,58
8345,976.25,D,34
8346,309.40,E,97
8347,522.62,A,1
8348,173.63,D,63
8349,193.41,E,64
8350,448.76,A,43
8351,886.07,E,72
8352,638.30,C,4
8353,499.48,B,23
8354,880.29,C,13
8355,980.80,B,83
8356,35.50,B,60
8357,111.16,D,50
8358,149.14,E,26
8359,434.85,B,62
8360,237.94,C,2
8361,983.22,D,85
8362,237.07,A,71
8363,350.64,D,89
8364,821.22,D,6
8365,999.11,C,91
8366,861.36,E,100
8367,78.95,E,95
8368,15.36,D,56
8369,522.62,C,90
8370,657.43,C,6
8371,65.73,E,20
8372,964.42,A,41
8373,502.38,D,19
8374,516.46,C,99
8375,486.56,A,35
8376,543.30,D,28
8377,31.65,E,79
8378,189.59,A,13
8379,721.68,C,47
8380,860.27,A,94
8381,293.04,A,70
8382,443.27,E,26
8383,461.71,C,78
8384,973.21,D,58
8385,171.72,B,37
8386,196.44,E,11
8387,197.09,E,63
8388,434.68,C,61
8389,410.75,D,23
8390,202.89,E,75
8391,967.60,B,73
8392,914.23,E,83
8393,727.37,C,15
8394,802.24,D,89
8395,222.64,A,5
8396,732.94,E,18
8397,572.62,A,96
8398,368.54,E,70
8399,778.56,E,36
8400,512.60,E,19
8401,782.24,E,27
8402,918.75,B,80
8403,498.46,B,49
8404,440.10,C,10
8405,608.35,B,32
8406,8.32,C,96
8407,544.58,E,0
8408,98.05,E,51
8409,501.74,B,6
8410,408.96,C,88
8411,311.67,E,65
8412,27.09,E,4
8413,286.48,C,64
8414,296.11,C,14
8415,335.85,E,31
8416,695.57,C,84
8417,371.25,E,64
8418,117.80,B,97
8419,922.61,A,63
8420,785.59,D,11
8421,476.48,B,25
8422,679.06,A,58
8423,733.42,B,49
8424,927.63,E,75
8425,972.30,A,53
8426,258.99,E,27
8427,311.31,D,69
8428,925.98,E,69
8429,773.19,A,11
8430,998.29,D,95
8431,385.08,B,69
8432,555.79,B,38
8433,412.12,E,5
8434,428.93,E,43
8435,22.22,B,41
8436,477.89,C,56
8437,885.50,D,80
8438,390.74,D,86
8439,124.55,E,64
8440,725.54,E,66
8441,152.12,C,37
8442,679.48,C,37
8443,21.73,D,68
8444,763.96,E,34
8445,733.17,D,68
8446,150.45,B,30
8447,283.93,A,94
8448,937.54,A,42
8449,704.72,E,41
8450,431.56,C,70
8451,916.48,A,55
8452,245.45,C,97
8453,227.03,E,45
8454,823.84,A,91
8455,898.35,A,88
8456,755.04,A,88
8457,684.18,C,7
8458,509.29,C,74
8459,705.28,A,94
8460,156.84,C,45
8461,586.03,B,31
8462,48.67,B,72
8463,717.48,D,4
8464,532.96,C,54
8465,906.25,C,17
8466,457.42,C,79
8467,431.30,B,90
8468,209.69,B,41
8469,6.22,B,78
8470,361.95,C,95
8471,320.86,B,39
8472,112.98,B,28
8473,854.80,C,60
8474,88.35,D,31
8475,963.13,D,77
8476,839.44,C,54
8477,912.85,B,58
8478,636.93,D,48
8479,233.35,C,52
8480,48.42,E,72
8481,872.86,D,20
8482,976.58,A,77
8483,913.62,C,5
8484,950.58,A,45
8485,761.93,B,37
8486,901.22,D,30
8487,639.74,B,53
8488,502.81,A,31
8489,9.25,C,50
8490,505.31,C,36
8491,738.85,E,48
8492,353.15,A,95
8493,625.58,D,32
8494,813.17,A,54
8495,812.45,C,37
8496,361.37,A,34
8497,378.20,A,12
8498,792.03,A,100
8499,213.57,C,66
8500,715.57,C,71
8501,84.45,C,30
8502,837.71,B,39
8503,66.80,B,33
8504,515.31,D,80
8505,642.63,B,49
8506,88.48,D,34
8507,884.80,C,36
8508,192.77,A,29
8509,196.79,B,63
8510,747.66,D,26
8511,706.25,B,58
8512,194.18,E,60
8513,580.02,B,44
8514,433.57,A,31
8515,922.78,A,100
8516,458.04,B,85
8517,194.87,E,0
8518,463.35,E,32
8519,765.29,A,76
8520,2.91,D,85
8521,733.00,B,62
8522,535.18,D,59
8523,905.55,B,41
8524,122.15,C,86
8525,99.93,B,79
8526,683.33,A,23
8527,114.54,E,62
8528,499.22,B,51
8529,402.35,A,74
8530,805.18,A,82
8531,260.46,E,25
8532,222.56,E,6
8533,849.55,A,55
8534,239.87,E,51
8535,552.81,D,88
8536,544.95,B,11
8537,829.29,A,13
8538,372.17,B,75
8539,305.56,B,54
8540,795.73,A,59
8541,485.24,A,47
8542,285.75,E,2
8543,465.70,D,40
8544,447.31,A,48
8545,412.90,E,62
8546,99.94,B,40
8547,713.16,D,31
8548,801.71,B,99
8549,663.76,A,56
8550,435.14,C,3
8551,423.59,A,37
8552,130.26,B,38
8553,410.23,B,25
8554,602.56,C,44
8555,342.09,D,0
8556,168.00,D,31
8557,463.61,D,80
8558,130.29,B,86
8559,948.89,E,26
8560,945.09,C,47
8561,55.52,C,92
8562,469.02,C,11
8563,931.25,C,56
8564,292.82,A,64
8565,759.69,D,28
8566,850.67,B,53
8567,847.74,E,96
8568,772.89,A,20
8569,426.59,A,80
8570,285.89,C,68
8571,764.47,E,72
8572,371.79,C,79
8573,25.65,A,65
8574,38.80,D,44
8575,567.04,D,61
8576,244.97,D,3
8577,225.77,E,58
8578,77.79,E,0
8579,576.90,A,1
8580,327.59,C,30
8581,274.29,E,80
8582,733.04,D,7
8583,829.83,D,42
8584,612.52,A,76
8585,743.59,C,98
8586,914.86,E,49
8587,451.68,E,4
8588,275.15,A,29
8589,950.91,C,63
8590,922.85,A,95
8591,961.14,C,32
8592,222.25,B,100
8593,719.61,C,75
8594,384.66,A,99
8595,722.25,C,18
8596,141.78,B,69
8597,492.86,A,45
8598,884.14,B,53
8599,342.10,D,20
8600,37.73,A,90
8601,159.79,C,84
8602,937.80,B,36
8603,574.94,C,36
8604,66.53,D,56
8605,261.33,A,50
8606,745.80,D,74
8607,218.18,E,77
8608,276.83,B,2
8609,898.37,C,89
8610,734.05,B,60
8611,67.84,B,21
8612,421.94,A,85
8613,87.95,D,56
8614,960.85,D,26
8615,345.25,A,60
8616,741.19,D,51
8617,193.78,C,52
8618,975.64,E,65
8619,229.97,B,86
8620,805.36,D,75
8621,524.95,D,6
8622,107.58,A,6
8623,204.05,A,37
8624,105.10,C,66
8625,750.20,E,47
8626,182.27,A,67
8627,263.73,E,7
8628,77.82,E,5
8629,638.68,E,78
8630,546.71,E,31
8631,722.10,E,32
8632,89.10,E,57
8633,860.75,E,94
8634,357.89,E,58
8635,943.46,A,84
8636,421.66,D,81
8637,406.05,B,34
8638,144.35,D,55
8639,47.92,B,64
8640,371.73,E,50
8641,653.52,E,36
8642,325.49,D,47
8643,925.26,E,40
8644,20.89,E,9
8645,27.05,A,53
8646,226.68,B,6
8647,620.56,B,97
8648,366.62,C,36
8649,105.35,E,80
8650,528.91,C,80
8651,571.79,C,13
8652,556.73,C,59
8653,810.51,A,46
8654,31.53,E,75
8655,375.79,E,84
8656,120.75,C,12
8657,622.58,B,71
8658,118.44,C,36
8659,769.88,A,16
8660,46.82,D,59
8661,671.84,E,96
8662,601.78,D,22
8663,903.24,A,63
8664,264.18,E,47
8665,296.61,D,49
8666,717.65,C,81
8667,498.02,C,10
8668,288.37,D,56
8669,126.65,B,60
8670,473.62,A,43
8671,475.96,B,0
8672,293.49,C,37
8673,454.55,B,80
8674,299.59,C,6
8675,336.53,A,35
8676,681.56,B,83
8677,307.83,A,7
8678,18.85,B,27
8679,321.36,B,95
8680,128.91,C,44
8681,814.51,B,84
8682,574.00,D,39
8683,865.25,E,84
8684,684.49,C,72
8685,620.72,E,74
8686,905.71,A,63
8687,212.05,E,48
8688,747.12,A,64
8689,500.87,E,48
8690,534.22,D,40
8691,392.62,A,46
8692,707.16,C,99
8693,378.67,B,86
8694,178.73,B,80
8695,279.56,A,39
8696,905.50,D,96
8697,850.10,D,44
8698,362.92,C,26
8699,856.91,C,22
8700,897.16,B,42
8701,160.05,C,87
8702,254.82,E,5
8703,132.76,C,47
8704,69.11,A,24
8705,728.44,D,36
8706,636.28,E,3
8707,104.77,B,36
8708,217.42,A,58
8709,410.19,A,26
8710,686.85,D,42
8711,231.33,C,60
8712,780.95,A,89
8713,247.73,C,27
8714,184.96,B,47
8715,589.61,E,7
8716,72.24,A,58
8717,529.70,E,13
8718,177.87,A,34
8719,740.75,E,8
8720,617.81,E,28
8721,874.47,B,50
8722,903.71,E,67
8723,699.52,C,55
8724,643.84,D,39
8725,466.66,A,72
8726,461.74,A,3
8727,840.79,C,67
8728,650.19,B,3
8729,239.29,C,30
8730,126.41,E,99
8731,159.97,B,63
8732,199.68,E,69
8733,261.24,E,64
8734,374.76,B,18
8735,89.56,D,12
8736,729.20,B,34
8737,418.85,A,28
8738,263.10,A,4
8739,714.25,E,16
8740,388.35,C,28
8741,997.31,D,66
8742,257.94,A,94
8743,208.06,C,80
8744,192.34,A,65
8745,880.87,C,37
8746,658.88,C,22
8747,874.96,D,3
8748,457.52,E,15
8749,859.53,D,48
8750,97.30,A,32
8751,350.07,A,9
8752,678.97,D,60
8753,738.52,E,88
8754,592.34,D,55
8755,541.28,A,28
8756,262.45,C,97
8757,227.23,B,4
8758,269.58,E,36
8759,29.03,C,97
8760,543.84,C,90
8761,967.88,E,35
8762,789.60,C,12
8763,45.10,D,69
8764,461.61,E,71
8765,453.14,D,27
8766,76.04,C,3
8767,84.47,C,56
8768,382.80,A,51
8769,708.56,E,30
8770,811.44,B,86
8771,409.62,D,25
8772,201.06,C,62
8773,785.31,E,49
8774,121.36,E,57
8775,27.97,E,77
8776,760.23,A,55
8777,254.84,B,69
8778,23.26,A,30
8779,118.05,B,88
8780,724.83,D,47
8781,30.88,E,54
8782,142.86,C,88
8783,689.12,C,82
8784,603.02,C,46
8785,44.51,A,16
8786,342.61,E,24
8787,802.88,A,57
8788,727.90,C,17
8789,885.00,C,14
8790,300.05,C,52
8791,626.74,A,75
8792,687.06,B,12
8793,310.02,B,60
8794,4.32,C,24
8795,812.03,E,69
8796,352.38,B,90
8797,71.60,B,49
8798,164.97,B,44
8799,52.01,D,58
8800,827.50,D,56
8801,554.49,B,97
8802,837.28,D,1
8803,715.49,C,12
8804,390.14,E,51
8805,869.29,D,91
8806,890.03,B,19
8807,377.65,D,61
8808,68.08,C,26
8809,980.85,D,28
8810,281.29,D,4
8811,414.46,B,47
8812,600.60,C,66
8813,621.20,E,94
8814,935.62,B,17
8815,962.41,E,77
8816,885.40,E,49
8817,535.28,A,7
8818,70.51,A,20
8819,496.08,E,96
8820,170.57,A,13
8821,976.71,C,44
8822,959.05,D,99
8823,683.31,B,39
8824,695.15,B,56
8825,865.10,E,87
8826,853.54,E,33
8827,408.59,B,98
8828,871.38,E,79
8829,87.55,D,19
8830,279.44,B,4
8831,324.66,A,4
8832,524.04,A,16
8833,736.83,A,38
8834,416.56,B,57
8835,236.89,B,69
8836,920.26,D,39
8837,84.61,E,9
8838,151.29,D,33
8839,64.12,D,26
8840,664.77,C,94
8841,829.94,D,19
8842,970.94,E,22
8843,723.23,D,47
8844,610.51,C,52
8845,984.37,D,35
8846,548.23,A,20
8847,496.44,D,83
8848,959.06,E,48
8849,196.00,C,40
8850,822.12,A,27
8851,210.61,B,65
8852,637.49,E,43
8853,827.73,C,11
8854,370.12,C,76
8855,305.30,B,25
8856,556.45,D,59
8857,323.82,B,70
8858,333.10,D,19
8859,102.12,A,22
8860,50.95,A,50
8861,692.47,A,64
8862,672.71,E,92
8863,576.25,D,95
8864,490.28,B,95
8865,826.86,D,49
8866,696.68,D,0
8867,67.67,D,35
8868,199.05,B,37
8869,954.98,B,26
8870,660.73,B,82
8871,304.77,D,61
8872,615.50,C,90
8873,314.76,D,100
8874,813.14,C,35
8875,633.22,C,6
8876,855.08,D,38
8877,840.01,D,14
8878,242.59,B,72
8879,134.92,A,18
8880,211.91,B,21
8881,846.98,E,61
8882,212.99,B,59
8883,723.90,D,21
8884,903.60,A,93
8885,244.93,E,92
8886,798.89,B,60
8887,84.90,C,79
8888,477.42,E,53
8889,538.05,D,55
8890,634.65,C,54
8891,704.28,D,13
8892,367.56,B,55
8893,969.36,C,81
8894,756.01,B,92
8895,988.00,C,59
8896,3.89,C,56
8897,715.72,A,4
8898,856.31,C,38
8899,850.04,E,22
8900,675.79,B,55
8901,738.16,B,73
8902,890.74,D,69
8903,748.82,B,100
8904,567.46,C,32
8905,249.23,C,31
8906,449.38,B,33
8907,861.24,A,80
8908,220.45,A,58
8909,220.25,E,37
8910,697.09,D,59
8911,373.09,B,5
8912,626.10,E,70
8913,399.17,C,46
8914,541.59,E,30
8915,149.32,B,32
8916,565.09,A,54
8917,793.34,E,87
8918,535.52,D,80
8919,398.31,C,2
8920,994.85,C,6
8921,329.69,D,30
8922,942.18,E,72
8923,621.82,E,21
8924,89.80,C,40
8925,602.86,D,22
8926,769.97,E,66
8927,195.26,B,63
8928,813.10,E,89
8929,10.71,C,38
8930,644.23,A,13
8931,661.71,B,19
8932,664.72,D,22
8933,262.80,B,56
8934,845.30,D,84
8935,176.49,D,97
8936,293.57,B,54
8937,229.49,C,20
8938,927.14,C,55
8939,422.38,A,71
8940,970.88,C,33
8941,862.40,B,88
8942,977.32,A,30
8943,270.50,A,86
8944,448.53,B,88
8945,786.03,E,49
8946,897.71,C,31
8947,476.52,B,16
8948,970.23,B,72
8949,929.63,A,5
8950,937.28,A,43
8951,454.79,C,90
8952,451.01,C,52
8953,151.10,B,71
8954,153.85,A,98
8955,873.88,C,56
8956,485.40,C,5
8957,833.90,D,44
8958,586.11,E,3
8959,675.29,D,19
8960,931.91,E,81
8961,277.04,B,17
8962,28.36,B,52
8963,378.89,A,20
8964,163.48,D,33
8965,300.81,C,26
8966,434.07,A,18
8967,46.42,C,80
8968,154.40,E,61
8969,598.25,A,97
8970,645.52,D,71
8971,552.60,A,2
8972,889.33,C,95
8973,594.43,C,86
8974,274.08,E,98
8975,289.05,D,46
8976,368.87,E,69
8977,274.51,D,6
8978,339.99,A,28
8979,99.65,B,2
8980,365.15,D,9
8981,914.95,B,61
8982,388.16,E,75
8983,290.18,C,68
8984,620.49,E,85
8985,467.78,A,62
8986,595.06,C,50
8987,541.11,E,27
